Index,ARD,CCP,CON,CNT,HTP,LCP,LTC,LTY,PCH,YNP,BUN,ILV,RMS,BRJ,CZT,PCP,RQN
2011-02-01,201.6,NA,217.694,67.588,338.319,40.711,11.679,142.366,7.602,79.156,76.58,NA,319.8625357,4798.21428571429,5253.46428571429,20797.5,14074.6428571429
2011-03-01,77.24,NA,208.428,34.036,158.838,29.71,2.208,87.21,2.429,74.52,17.28,3922.36797271538,234.1244194,4196.38709677419,4684.83870967742,23286.7741935484,17301.2903225806
2011-04-01,252.9,NA,283.994,43.952,167.752,45.005,1.151,85.817,11.073,74.889,32.62,1677.23750614623,182.5191667,6945.43333333333,4307.4,18455.6666666667,20368.3333333333
2011-05-01,109,NA,92.656,3.652,73.671,6.7,0.848,10.829,5.793,34.544,4.703,438.207662346729,69.40009677,4588.1935483871,2798.8064516129,8443.90322580645,18970.9677419355
2011-06-01,69.28,NA,50.003,1.473,44.21,3.09,0.903,4.559,2.928,18.38,1.022,235.600486702998,30.21656667,4170.43333333333,1862.6,5335.16666666667,11581.7666666667
2011-07-01,86.87,NA,40.484,1.75,30.319,1.465,0.863,2.753,2.27,15.548,0.741,235.843882707674,17.20251613,6611.03225806452,1792.16129032258,4665.1935483871,7396.32258064516
2011-08-01,27.4,NA,42.17,2.618,30.476,1.3,0.645,3.82,0.485,13.534,0.463,185.586806367021,14.19672414,2491.22580645161,1091.17096931704,3838.77419354839,4983.54838709677
2011-09-01,38.12,NA,38.855,3.24,25.496,1.4,0.456,4.8,1.482,12.394,0.28,151.006903931998,10.37883333,3567.36666666667,1389.6900004069,3644.36666666667,3756.26666666667
2011-10-01,32.68,NA,42.917,2.583,21.488,1.381,0.623,3.681,1.661,13.446,0.3,162.102832680318,19.56177419,3164.70967741935,2319.67741935484,5225.41935483871,6899.45161290323
2011-11-01,34.79,NA,NA,3.715,NA,NA,0.381,13.081,NA,NA,0.303,166.860661598893,14.86463333,3646.9,2749.6,5769.46666666667,7559.03333333333
2011-12-01,NA,NA,NA,13.235,NA,NA,0.465,42.565,NA,NA,1.075,810.702341869875,32.54648387,5835.35483870968,4510.16129032258,10614.6451612903,12101.6129032258
2012-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2794.81941096124,220.2925484,8053.1935483871,5221.64516129032,14644.5161290323,16797.0967741935
2012-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,353.1870714,7640.75862068965,5528.72413793103,19324.8275862069,17921.724137931
2012-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3761.8169,248.4594516,7339.8064516129,4851.87096774194,21281.2903225806,19674.1935483871
2012-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2945.376,98.13216667,7532.3,5239.33333333333,15705,21412
2012-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,889.159925,63.45722581,5870.93548387097,2853.8064516129,9294.06451612903,18647.0967741935
2012-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,384.105793566964,51.80063333,5221.43333333333,1581.02333374023,5618.16666666667,10877.0333333333
2012-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,262.262407448999,43.01132258,5213.45161290323,1209.88709677419,4259.38709677419,6522.45161290323
2012-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212.869979073118,28.10093548,2962.70967741935,840.735479539441,3387.35483870968,3617.16129032258
2012-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,167.856475538211,10.73853333,2682.8,972.476668294271,NA,3025.23333333333
2012-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,143.970900004001,8.308806452,3301.29032258065,2303.61290322581,4315.16129032258,4419.87096774194
2012-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,172.387618205922,7.314666667,3624.73333333333,2635.73333333333,5973.23333333333,6746.56666666667
2012-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1685.01741293916,64.25735484,4265,3848.45161290323,12475.3548387097,12155.2580645161
2013-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3515.1541,191.9686129,6446.38709677419,4993.03225806452,16977.7419354839,17277.4193548387
2013-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3229.2328,258.6557143,5799.03571428571,5542.14285714286,17597.8571428571,18364.6428571429
2013-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2708.42785,144.1727097,7589.90322580645,NA,19748.064516129,19460.6451612903
2013-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,501.383401788879,108.3475,6315.33333333333,4961.83333333333,15431.5,19977.6666666667
2013-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,322.545602750038,80.29432258,5108.64516129032,2572.22580645161,7146.51612903226,15992.9032258065
2013-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.631068809855,26.8955,6961.86666666667,2455,6731.33333333333,11476.8666666667
2013-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,217.1216913603,12.61993548,5903.09677419355,1757.93548387097,4731.51612903226,7770.64516129032
2013-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.340883641073,10.00893548,3885.74193548387,1579.87419276084,3801.41935483871,5006.74193548387
2013-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,131.92764848418,10.4593,3350.4,1481.97333170573,3599.56666666667,4855.73333333333
2013-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126.371456438782,11.44080645,4337.61290322581,2519.64516129032,5692.41935483871,5891.8064516129
2013-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165.655759026658,33.35926667,2753.86666666667,3155.63333333333,9118.86666666667,10798
2013-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,457.71879282738,89.52206452,4299.74193548387,3299.41935483871,10817.5161290323,12704.1935483871
2014-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119.76215,206.7237742,5939.67741935484,3886.03225806452,15186.0322580645,14691.6129032258
2014-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908.251923539986,209.0648214,5326.71428571429,4509.42857142857,19117.8571428571,16816.4285714286
2014-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,522.274835210787,158.3189677,8764.48387096774,5905.03225806452,17849.0322580645,18610.9677419355
2014-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.392086759553,152.9830333,6315.5,4221.66666666667,NA,19212
2014-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162.267606410415,67.88735484,7023.09677419355,3623.22580645161,11784.0322580645,18118.064516129
2014-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103.507966601785,28.68433333,6139.46666666667,2111.33333333333,6587.23333333333,13374.8333333333
2014-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98.3789316000215,14.51951613,5569,1628.25806451613,5163.87096774194,7575.48387096774
2014-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.2040429799257,10.95345161,4291.77419354839,1498.48064594884,4273.29032258064,5466.09677419355
2014-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,112.105277898646,12.1008,3037.16666666667,1869.36666666667,4359.6,4456.83333333333
2014-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128.192853792469,16.93696774,3932.93548387097,2253.35483870968,5141.09677419355,6423.22580645161
2014-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.729363964246,13.30346667,3843.93333333333,2747.86666666667,9444.2,9914.66666666667
2014-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,147.1932575,28.89132258,5284.09677419355,4081.87096774194,12526.7419354839,14248.064516129
2015-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,375.11171,68.84422581,7310.09677419355,5694.70967741936,16673.2258064516,16714.5161290323
2015-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,737.3493525,196.5251786,7212.82142857143,5942.92857142857,19480,18462.5
2015-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1285.79875,127.4055161,8157.29032258064,NA,20585.8064516129,19979.6774193548
2015-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,997.164375,63.1193,8940.76666666667,5329.76666666667,17126.3333333333,20687
2015-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407.624105542768,22.39280645,7463.35483870968,4271.77419354839,12863.4516129032,19638.7096774194
2015-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,323.619120085912,12.60166667,7416.26666666667,2421.36666666667,8637.5,15678.6666666667
2015-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,194.544916939218,10.42477419,6216.35483870968,1604.1935483871,5689.74193548387,9060.90322580645
2015-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,163.12928132966,7.359677419,4050.16129032258,1441.91612981981,4109.77419354839,5960.38709677419
2015-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.616715,10.2527,2939.56666666667,1096.07333374023,3730.33333333333,NA
2015-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,118.67244,8.720612903,4064.35483870968,1515.74193548387,4325.58064516129,4926.09677419355
2015-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121.3961125,13.8137,3899.56666666667,1908.1,NA,9534.26666666667
2015-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.6124,54.06835484,5260.54838709677,3733.16129032258,NA,12503.2258064516
2016-01-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.25819355,4005.48387096774,3427.16129032258,12040.4838709677,15007.4193548387
2016-02-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.69396429,6556.79310344828,4991.65517241379,16448.6206896552,15521.0344827586
2016-03-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149.1217742,7116.06451612903,5045.25806451613,17716.1290322581,18129.3548387097
2016-04-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107.3663333,7611.06666666667,4250.53333333333,NA,18671.6666666667
2016-05-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.02125806,6620.74193548387,2461.41935483871,NA,14496.4516129032
2016-06-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17.9047,6968.36666666667,NA,5362,10181.2666666667
2016-07-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.518419355,4537.22580645161,1217.53225609564,3500.70967741935,4330.06451612903
2016-08-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.102967742,NA,NA,3049.16666666667,NA
2016-09-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.24653333,3534.41935483871,NA,NA,3364.74193548387
2016-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.23377419,3748.93333333333,1336.7900004069,NA,3138.8
2016-11-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.265733333,3284.16129032258,2148.54838709677,NA,5148.70967741936
2016-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.55919355,2909.36666666667,1687.23333333333,NA,6433.4
