Index,ARD,CCP,CON,CNT,HTP,LCP,LTC,LTY,PCH,YNP,BUN,ILV,RMS,BRJ,CZT,PCP,RQN
1980-01-01,36.097,20.97,128.769,5.032,54.55,16.5,0.67,14.74,1.684,58.581,10.622,NA,NA,NA,NA,NA,NA
1980-02-01,90.552,22.15,142.286,4.083,58.03,11.2,0.457,21.64,1.652,62.162,4.974,NA,NA,NA,NA,NA,NA
1980-03-01,93.903,35.66,129.477,13.85,193.3,17.61,4.435,42.99,7.882,48.506,25.983,NA,NA,NA,NA,NA,NA
1980-04-01,148.267,22.59,129.982,4.373,86,14.21,0.552,10.55,5.665,43.373,1.893,NA,NA,NA,NA,NA,NA
1980-05-01,60.29,16.3,72.219,0.521,41.25,2.08,0.769,2.278,2.036,16.418,0.075,NA,NA,NA,NA,NA,NA
1980-06-01,52.667,14.71,64.729,NA,32.55,1.33,0.819,1.081,1.343,13.133,0.082,NA,NA,NA,NA,NA,NA
1980-07-01,47.452,9.852,50.678,NA,30.05,1.1,0.842,0.563,1.772,11.181,0.146,NA,NA,NA,NA,NA,NA
1980-08-01,25.71,8.185,54.079,NA,26.99,0.88,0.6,0.55,0.673,10.055,0.055,NA,NA,NA,NA,NA,NA
1980-09-01,23.233,7.287,72.386,3.863,28.63,0.84,0.488,0.593,0.423,11.622,1.203,NA,NA,NA,NA,NA,NA
1980-10-01,33.419,8.446,108.728,2.41,26.75,4.56,0.371,4.808,8.149,26.335,0.125,NA,NA,NA,NA,NA,NA
1980-11-01,28.2,10.15,138.923,1.54,30.62,2.74,0.299,1.49,3.574,26.283,0.075,NA,NA,NA,NA,NA,NA
1980-12-01,46.516,6.277,238.559,3.458,29.13,9.18,0.215,13.91,3.731,49.339,0.567,NA,NA,NA,NA,NA,NA
1981-01-01,42.065,28.03,159.377,5.143,81.85,15.04,0.388,31.86,0.985,47.339,3.961,NA,167.9248387,NA,NA,NA,NA
1981-02-01,59.679,214.6,477.124,33,458,80.07,7.356,102.4,10.42,187.357,50.22,NA,275.4114286,NA,NA,NA,NA
1981-03-01,277.129,56.3,394.021,26.56,124.9,66.39,4.083,61.48,10.87,232.484,27.89,NA,329.0390323,NA,NA,NA,NA
1981-04-01,105.567,31.93,177.721,9.113,54.14,12.62,0.685,29.66,11.91,54.533,15.67,NA,153.5083333,NA,NA,NA,NA
1981-05-01,61.129,10.38,86.748,0.821,34.62,1.69,0.68,4.052,2.177,23.36,0.71,NA,41.05709677,NA,NA,NA,NA
1981-06-01,45.3,9.389,66.863,NA,27.69,1.07,0.833,1.205,4.702,17.208,0.425,NA,16.543,NA,NA,NA,NA
1981-07-01,34.452,8.835,54.731,NA,26.9,1.14,0.791,0.918,2.071,14.977,0.316,NA,8.405806452,NA,NA,NA,NA
1981-08-01,18.71,11.69,47.592,NA,24.15,1.2,0.674,0.772,0.912,16.661,0.293,NA,4.810322581,NA,NA,NA,NA
1981-09-01,17.667,9.343,44.421,4.493,21.36,1.06,0.558,1.531,0.384,16.405,0.155,NA,2.855333333,NA,NA,NA,NA
1981-10-01,19.065,6.406,89.582,3.587,19.58,2.28,0.327,2.506,2.155,20.119,0.191,NA,3.499354839,NA,NA,NA,NA
1981-11-01,11.5,6.274,171.013,4.147,20.03,4.42,0.311,6.865,1.712,26.984,0.247,NA,11.31133333,NA,NA,NA,NA
1981-12-01,29.097,10.32,195.027,6.852,27.24,13.07,1.053,29.06,3.968,47.403,13.605,NA,58.30322581,NA,NA,NA,NA
1982-01-01,39.032,114.2,175.777,10.77,165.4,16.52,1.407,36.06,1.213,89.323,18.696,NA,275.2596774,NA,NA,NA,NA
1982-02-01,54.179,31.52,350.225,31.62,86.22,104.29,2.459,91.06,2.634,119.357,74.546,NA,136.8035714,NA,NA,NA,NA
1982-03-01,58.452,39.14,190.043,25.02,88.03,32.89,1.231,58.79,2.576,67.113,17.417,NA,187.15,NA,NA,NA,NA
1982-04-01,76.067,30.2,192.777,8.25,69.83,15.89,0.753,16.72,5.762,43.607,14.263,NA,146.8186667,NA,NA,NA,NA
1982-05-01,41.774,16.13,97.735,0.929,36.15,3.96,0.608,3.427,2.563,22.023,1.673,NA,43.90322581,NA,NA,NA,NA
1982-06-01,33.133,9.968,65.463,0.563,34.04,2.51,0.855,1.913,1.841,16.595,0.809,NA,18.30133333,NA,NA,NA,NA
1982-07-01,32.968,8.525,48.873,NA,30.33,2.08,0.743,1.532,2.071,12.916,0.584,NA,9.170645161,NA,NA,NA,NA
1982-08-01,23.323,8.127,43.039,NA,25.7,1.31,0.594,1.242,0.912,12.561,0.323,NA,5.700322581,NA,NA,NA,NA
1982-09-01,16,8.267,48.686,4.613,26.09,1.18,0.418,1.576,0.759,13.567,0.434,NA,4.29,NA,NA,NA,NA
1982-10-01,27.774,10.56,107.125,5.158,33.88,3.6,0.289,4.111,2.294,20.294,1.057,NA,23.98709677,NA,NA,NA,NA
1982-11-01,41.7,13.78,181.831,8.64,56.73,12.73,0.342,12.69,1.565,39.525,4.864,NA,77.108,NA,NA,NA,NA
1982-12-01,179.323,10.32,257.065,2.923,48.1,9.11,0.282,6.341,5.121,87.774,3.078,NA,57.50193548,NA,NA,NA,NA
1983-01-01,750.258,9.063,341.401,5.474,17.41,11.4,0.22,13.1,12.76,101.871,5.128,NA,66.9216129,NA,NA,NA,NA
1983-02-01,753.571,11.33,202.609,1.807,19.01,6.77,0.202,6.966,16.84,33.143,4.646,NA,99.735,NA,NA,NA,NA
1983-03-01,1064.74,14.53,386.129,9.629,15.98,37.71,0.492,59.72,42.2,125.387,12.515,NA,61.65483871,NA,NA,NA,NA
1983-04-01,1417.27,12.08,330.833,12.22,17.82,58.41,0.208,102,43.59,106.533,10.651,NA,18.977,NA,NA,NA,NA
1983-05-01,928.161,8.698,153.501,1.026,14.42,9.99,0.292,3.364,36.65,25.161,0.722,NA,11.91516129,NA,NA,NA,NA
1983-06-01,602.8,8.146,89.474,0.985,13.21,5.19,0.513,0.895,8.017,17.542,0.292,NA,8.283666667,NA,NA,NA,NA
1983-07-01,168.194,7.38,63.765,NA,12.22,4.46,0.587,1.018,4.414,16.037,0.133,NA,5.863225806,NA,NA,NA,NA
1983-08-01,86.903,7.114,53.362,NA,11.86,4.57,0.426,0.7,2.176,16.265,0.071,NA,4.997096774,NA,NA,NA,NA
1983-09-01,74.833,5.765,53.962,4.37,11.01,4.58,0.345,0.62,2.356,17.167,0.116,NA,4.320666667,NA,NA,NA,NA
1983-10-01,109.161,4.135,70.463,6.56,10.2,4.37,0.173,1.091,5.143,17.473,0.049,NA,4.451935484,NA,NA,NA,NA
1983-11-01,60.867,3.683,94.293,9.535,9.808,4.79,0.119,0.759,2.306,23.1,0.031,NA,2.515666667,NA,NA,NA,NA
1983-12-01,74.194,5.602,176.884,10.651,9.637,20.95,0.186,7.756,3.162,37.597,5.027,NA,9.35,NA,NA,NA,NA
1984-01-01,91.032,77.21,137.385,11.34,81.99,45.2,2.29,57.23,1.582,43.613,11.596,NA,154.0683871,NA,NA,NA,NA
1984-02-01,434.862,276.3,711.045,100.1,510,180.31,15.72,333,24.92,246.483,77.55,NA,369.1268966,NA,NA,NA,NA
1984-03-01,716.742,266.1,599.959,23.019,308.4,104.34,5.904,144.1,20.7,177.581,20.593,NA,216.4032258,NA,NA,NA,NA
1984-04-01,462.333,63.66,346.448,18.85,115.5,37.82,1.789,36.75,7.288,85.667,10.929,NA,132.44,NA,NA,NA,NA
1984-05-01,180.71,17.23,171.345,3.039,67.81,9.25,1.203,9.766,4.793,38.871,2.686,NA,47.41935484,NA,NA,NA,NA
1984-06-01,164.4,11.11,93.496,1.407,40,5.47,1.588,4.143,6.783,21.3,1.602,NA,12.45,NA,NA,NA,NA
1984-07-01,128.065,9.661,58.628,0.552,24.84,3.51,1.841,2.175,3.269,19.687,0.847,NA,5.388387097,NA,NA,NA,NA
1984-08-01,81.194,7.883,45.04,NA,18.28,2.92,1.352,1.395,2.247,17.129,0.512,NA,3.434193548,NA,NA,NA,NA
1984-09-01,49.9,6.722,45.136,4.127,15.17,3.14,0.75,1.113,1.098,18.65,0.314,NA,1.017,NA,NA,NA,NA
1984-10-01,68.548,6.451,106.675,7.963,NA,7.55,0.381,12.69,5.655,21.435,6.962,NA,0.900967742,NA,NA,NA,NA
1984-11-01,52,25.76,78.79,10.43,37.93,12.55,0.589,14.51,1.931,19.833,2.923,NA,46.677,NA,NA,NA,NA
1984-12-01,86.839,10.32,144.012,18.38,NA,44.11,0.406,34.85,3.382,31.435,9.374,NA,148.6309677,NA,NA,NA,NA
1985-01-01,99.452,103.605,142.46,6.581,264.2,14.19,0.424,85.165,2.503,32.016,4.309,NA,235.116129,NA,NA,NA,NA
1985-02-01,82.714,209.2,158.507,81.538,257,52.48,16.509,79.31,5.722,38.661,54.681,NA,201.8757143,NA,NA,NA,NA
1985-03-01,101.129,199.95,172.452,36.41,260,57.69,9.512,81.08,8.325,71.468,27.16,NA,152.66,NA,NA,NA,NA
1985-04-01,69.567,52.02,174.484,28.03,198.6,48.35,4.521,51.68,2.151,60.05,17.204,NA,201.45,NA,NA,NA,NA
1985-05-01,61.452,21.095,83.499,3.484,111.5,7.74,1.539,12.23,5.704,29.21,4.159,NA,83.67419355,NA,NA,NA,NA
1985-06-01,64.933,16.58,46.653,1.564,86.43,5.24,1.666,5.644,2.19,18.545,4.417,NA,33.56133333,NA,NA,NA,NA
1985-07-01,39.774,13.246,35.255,0.846,71.23,4.02,1.293,2.115,0.704,15.294,1.267,NA,6.371290323,NA,NA,NA,NA
1985-08-01,41.452,9.722,34.401,0.754,57.48,3.26,0.713,1.941,1.769,14.652,0.657,NA,3.062258065,NA,NA,NA,NA
1985-09-01,25.033,7.794,52.218,3.853,50.97,2.61,0.482,1.541,2.345,17.295,0.501,NA,8.193333333,NA,NA,NA,NA
1985-10-01,29.065,7.075,53.213,3.802,39.84,2.64,0.45,3.591,3.906,20.677,0.446,NA,4.799354839,NA,NA,NA,NA
1985-11-01,18.267,8.731,62.725,2.132,NA,2.97,0.557,5.583,0.263,20.541,0.907,NA,153.3136667,NA,NA,NA,NA
1985-12-01,35.548,7.961,89.844,4.491,NA,17.63,0.836,31.7,1.871,23.714,3.921,NA,112.2745161,NA,NA,NA,NA
1986-01-01,65.806,130,174.276,45.812,NA,79.68,5.588,113.1,5.568,62.798,29.752,NA,311.3741935,NA,NA,NA,NA
1986-02-01,135.75,142.1,165.605,62.977,NA,75.87,9.747,179.4,2.318,51.364,48.675,NA,308.095,4074.51851851852,NA,NA,NA
1986-03-01,107.258,133.8,198.153,40.409,NA,82.66,6.44,90.23,2.723,84.955,32.892,NA,383.063871,4514.29032258064,NA,NA,NA
1986-04-01,137.867,40.38,269.232,19.026,NA,44.85,2.389,49.68,11.48,77.417,15.933,NA,209,7324.43333333333,NA,NA,NA
1986-05-01,83.581,24.96,105.856,6.528,NA,11.23,1.195,18.16,4.327,39.194,4.885,NA,37.52903226,6653.77419354839,NA,NA,NA
1986-06-01,41.267,22.05,54.588,1.957,NA,4.44,1.603,7.348,0.845,18.817,2.241,NA,33.92,4334.03333333333,NA,NA,NA
1986-07-01,45.355,16.83,40.769,1.041,NA,2.8,1.484,3.289,0.789,14.581,1.651,NA,11.51354839,4170.29032258064,NA,NA,NA
1986-08-01,26.484,11.56,38.222,0.908,NA,2.27,1.287,3.132,1.44,12.387,0.951,NA,13.01870968,3396.25806451613,NA,NA,NA
1986-09-01,27.867,8.866,39.742,5.05,NA,2.7,0.587,2.883,0.412,18.25,0.711,NA,9.286666667,4450.13333333333,NA,NA,NA
1986-10-01,22.032,7.698,57.006,5.53,NA,1.99,0.629,3.866,0.96,17.919,0.569,NA,13.94419355,4365.64516129032,NA,NA,NA
1986-11-01,28.233,14.722,82.959,4.403,NA,2.54,0.829,7.165,3.438,20.067,0.586,NA,15.30666667,3955.2,NA,NA,NA
1986-12-01,42.968,7.961,131.621,9.152,NA,18.92,1.187,28.55,4.933,24.226,9.235,NA,16.24,4777.58064516129,NA,NA,NA
1987-01-01,83.419,NA,301.586,46.53,NA,81.27,8.349,107.8,9.525,156.806,30.459,NA,235.4958065,6482.87096774194,NA,NA,NA
1987-02-01,213.643,NA,292.714,34.089,NA,54.33,3.005,52.82,11.5,188.75,23.943,NA,146.5907143,8014.32142857143,NA,NA,NA
1987-03-01,374,NA,215.41,8.15,NA,22.68,1.038,22.07,10.62,129.935,4.413,NA,91.02935484,5769.58064516129,NA,NA,NA
1987-04-01,259,NA,159.067,1.977,NA,6.1,1.077,8.008,3.338,33.65,1.557,NA,57.868,6345.06666666667,NA,NA,NA
1987-05-01,184,NA,113.706,0.808,NA,3.82,1.338,1.821,2.613,17.181,0.74,NA,32.28258065,5628.12903225806,NA,NA,NA
1987-06-01,74.5,NA,55.173,0.35,NA,2.71,1.335,2.184,0.375,13.67,0.579,NA,11.90966667,5447.3,NA,NA,NA
1987-07-01,69.258,NA,46.301,0.185,NA,2.16,1.023,1.299,1.024,12.065,0.662,NA,13.57354839,5582.03225806452,NA,NA,NA
1987-08-01,39.258,NA,41.365,0.6,NA,2.09,0.857,0.784,0.863,11.032,0.359,NA,12.43129032,4783.45161290323,NA,NA,NA
1987-09-01,32.4,NA,48.877,2.669,NA,1.82,0.524,1.08,0.313,14.975,0.318,NA,14.05066667,3680.13333333333,NA,NA,NA
1987-10-01,28.548,NA,62.397,4.535,NA,1.85,0.4,2.36,0.687,18.961,0.328,NA,14.42387097,3921.58064516129,NA,NA,NA
1987-11-01,17.8,NA,114.259,3.577,NA,3.4,0.653,4.667,0.591,25.591,0.238,NA,47.49166667,3127.4,NA,NA,NA
1987-12-01,30.032,NA,173.577,0.781,NA,7.02,0.587,8.469,1.449,29.929,1.036,NA,61.27935484,4313.93548387097,NA,NA,NA
1988-01-01,52.452,NA,254.418,12.682,NA,24.04,3.074,44.8,3.686,43.281,13.496,NA,93.82258065,5079.70967741936,NA,NA,NA
1988-02-01,123.021,NA,314.396,22.144,NA,53.95,2.408,108.1,5.694,187.345,30.722,NA,163.812069,7855.13793103448,NA,NA,NA
1988-03-01,79.742,NA,191.027,9.705,NA,21.54,1.508,53.04,4.487,61.677,13.262,NA,270.733871,4406.93548387097,NA,NA,NA
1988-04-01,102.783,NA,243.248,7.434,NA,23.4,0.858,52.01,7.435,57.267,10.157,NA,300.33,7206.66666666667,NA,NA,NA
1988-05-01,51.029,NA,124.017,3.126,NA,7.61,0.726,14.1,3.166,36.575,5.267,NA,63.54096774,6478.06451612903,NA,NA,NA
1988-06-01,23.633,NA,62.162,0.444,NA,2.35,0.822,5.306,0.556,16.748,1.159,NA,32.62866667,3729.4,NA,NA,NA
1988-07-01,29.41,NA,46.133,0,NA,1.5,0.782,1.98,0.258,12.052,0.717,NA,17.24290323,3571.77419354839,NA,NA,NA
1988-08-01,10.806,NA,41.389,0.011,NA,1.65,0.556,0.923,0.214,13.703,0.496,NA,18.78870968,2385.29032258065,NA,NA,NA
1988-09-01,8.44,NA,48.476,3.957,NA,1.35,0.447,1.016,0.384,17.147,0.509,NA,15.79166667,2567.16666666667,NA,NA,NA
1988-10-01,17.542,NA,61.813,3.603,NA,1.77,0.297,1.658,1.552,19.658,0.58,NA,12.49387097,3778.38709677419,NA,NA,NA
1988-11-01,18.813,NA,85.661,2.651,NA,2.55,0.236,3.912,2.369,17.02,0.086,NA,12.24833333,3938.36666666667,NA,NA,NA
1988-12-01,18.371,NA,87.796,2.262,NA,10.54,0.399,13.53,0.583,28.676,7.828,NA,14.08774194,3595.83870967742,NA,NA,NA
1989-01-01,108.087,NA,203.241,15.97,NA,65.52,0.82,109.8,4.722,78.252,31.789,NA,122.9451613,5904.25806451613,NA,NA,NA
1989-02-01,305.184,NA,339.423,68.049,NA,116.57,9.153,102.5,14.36,109.739,86.427,NA,168.15,6398.32142857143,NA,NA,NA
1989-03-01,422.454,NA,345.226,57.145,NA,124.71,2.026,74.29,15.33,134.955,52.814,NA,230.8516129,7729.58064516129,NA,NA,NA
1989-04-01,307.33,NA,312.688,24.698,NA,41.66,4.005,58.55,11.8,137.503,21.942,NA,140.5633333,6532.83333333333,NA,NA,NA
1989-05-01,133.699,NA,106.014,2.469,NA,6.7,1.058,12.48,2.485,44.461,3.266,NA,91.94193548,6561.87096774194,NA,NA,NA
1989-06-01,92.785,NA,61.294,1.125,NA,3.83,1.149,8.675,3.96,24.73,2.286,NA,80.15666667,6742.8,NA,NA,NA
1989-07-01,58.766,NA,39.876,0.895,NA,2.48,0.976,1.553,1.08,17.426,1.465,NA,62.00967742,4940.58064516129,NA,NA,NA
1989-08-01,33.303,NA,33.78,0.408,NA,1.91,0.816,1.928,NA,14.795,0.881,NA,50.86774194,3279.90322580645,NA,NA,NA
1989-09-01,25.386,NA,37.449,4.026,NA,1.75,0.665,2.055,0.763,13.702,0.527,NA,46.69666667,3396.8,NA,NA,NA
1989-10-01,47.79,NA,100.527,6.27,NA,3.38,0.372,4.399,1.205,15.084,0.712,NA,21.36774194,5717.1935483871,NA,NA,NA
1989-11-01,20.216,NA,90.54,4.097,NA,5.74,0.313,3.962,0.314,17.51,1.343,NA,14.94333333,3581.43333333333,NA,NA,NA
1989-12-01,8.513,NA,67.335,1.564,NA,3.93,0.33,5.272,0.162,22.371,0.141,NA,23.81612903,2080.77419354839,NA,NA,NA
1990-01-01,39.539,NA,133.239,4.591,NA,13.76,0.296,16.07,1.908,26.584,2.127,NA,91.65870968,4611.03225806452,NA,NA,NA
1990-02-01,86.682,NA,131.262,0.751,NA,6.49,0.313,32.08,5.069,30.041,0.896,NA,69.725,5905.92857142857,NA,NA,NA
1990-03-01,95.803,NA,116.596,7.714,NA,25.24,1.721,57.25,7.82,64.774,8.467,NA,86.23774194,6088.32258064516,NA,NA,NA
1990-04-01,140.972,NA,88.703,0.327,NA,6.34,0.38,7.884,4.569,34.813,0.408,NA,41.485,5193,NA,NA,NA
1990-05-01,86.47,NA,52.025,0.273,NA,2.15,0.455,1.935,1.976,18.939,0.304,NA,15.42709677,4893.70967741936,NA,NA,NA
1990-06-01,83.873,NA,47.963,0.257,NA,1.69,0.669,1.268,5.081,12.14,0.382,NA,20.46166667,8028.7,NA,NA,NA
1990-07-01,41.928,NA,38.808,0.132,NA,1.11,0.641,1.126,2.627,10.235,0.143,NA,NA,6087.54838709677,NA,NA,NA
1990-08-01,25.724,NA,38.355,0,NA,0.92,0.438,0.746,0.236,9.242,0.101,NA,10.46193548,3286.96774193548,NA,NA,NA
1990-09-01,15.162,NA,37.772,0,NA,1.01,0.281,0.554,0.315,9.367,0.085,NA,18.49833333,3418.96666666667,NA,NA,NA
1990-10-01,11.201,NA,84.716,0,NA,1.01,0.279,0.792,4.078,29.935,0.123,NA,14.86548387,3377.29032258065,NA,NA,NA
1990-11-01,20.139,NA,143.373,1.411,NA,10.31,0.226,11.51,3.297,43.5,5.382,NA,72.273,5201.66666666667,NA,NA,NA
1990-12-01,33.864,NA,114.298,4.033,NA,17.07,2.031,14.16,2.105,20.097,15.539,NA,49.23677419,5291.67741935484,NA,NA,NA
1991-01-01,33.378,NA,120.504,6.663,NA,26.52,8.179,22.22,1.249,41.661,16.26,NA,111.5809677,4055.16129032258,NA,NA,NA
1991-02-01,91.27,NA,143.836,14.322,NA,28.49,0.948,38.38,5.933,78.107,21.745,NA,88.6075,5198.07142857143,NA,NA,NA
1991-03-01,227.636,NA,353.973,35.607,NA,67.86,3.485,77.41,5.88,120.161,89.518,NA,85.49096774,7049.12903225806,NA,NA,NA
1991-04-01,123.765,NA,134.748,3.818,NA,14.67,0.807,20.16,2.411,54.5,9.878,NA,80.24633333,5685.1,NA,NA,NA
1991-05-01,78.181,NA,89.978,1.986,NA,7.17,0.851,11.2,1.51,35.387,2.481,NA,34.45322581,5848.77419354839,NA,NA,NA
1991-06-01,48.032,NA,49.224,0.347,NA,3.77,0.969,1.961,0.606,20.333,0.789,NA,16.47866667,5097.53333333333,NA,NA,NA
1991-07-01,44.579,NA,38.796,0.007,NA,2.3,0.892,1.421,0.223,16.084,0.563,NA,12.60774194,5585.51612903226,NA,NA,NA
1991-08-01,30.242,NA,38.557,0,NA,1.4,0.76,0.936,0.115,10.968,0.396,NA,12.23548387,2724.74193548387,NA,NA,NA
1991-09-01,19.213,NA,39.335,2.224,NA,1.91,0.574,2.421,0.161,8.967,0.32,262.405,10.489,2991.26666666667,NA,NA,NA
1991-10-01,16.502,NA,54.195,4.625,NA,2.4,0.452,5.877,0.285,13.597,0.507,221.445,7.942580645,NA,NA,NA,NA
1991-11-01,25.154,NA,61.608,0.905,NA,5.64,0.389,9.638,0.478,14.983,0.489,226.152,9.140333333,NA,NA,NA,NA
1991-12-01,16.801,NA,85.251,0.154,NA,5.65,0.434,7.032,0.513,14.452,0.435,259.709,23.9183871,NA,NA,NA,NA
1992-01-01,25.762,NA,92.148,2.336,NA,27.6,0.461,14.07,2.545,31.694,1.353,1242.44,152.9509677,3905.16129032258,NA,NA,NA
1992-02-01,80.899,NA,76.18,0.929,NA,6.11,0.318,7.691,2.637,17.586,0.526,NA,126.6989655,2861.48275862069,NA,NA,NA
1992-03-01,471.476,NA,131.175,4.052,NA,80.43,0.273,14.27,9.943,66.935,0.88,432.214,110.5064516,5908.22580645161,NA,NA,NA
1992-04-01,869.252,NA,108.765,1.323,NA,11.05,0.346,5.948,11.93,40.5,0.418,178.758,37.35066667,5289.53333333333,NA,NA,NA
1992-05-01,212.328,NA,59.129,0,NA,2.61,0.453,0.814,1.532,14.984,0.097,138.518,10.80677419,3820.51612903226,NA,NA,NA
1992-06-01,98.457,NA,38.497,0,NA,1.31,0.545,0.915,1.989,12.283,0.076,129.374,4.663103448,5757.53333333333,NA,NA,NA
1992-07-01,45.96,NA,30.504,0,NA,0.92,0.543,0.857,0.771,11.129,0.088,126.056,7.846774194,4972.70967741936,NA,NA,NA
1992-08-01,24.492,NA,29.687,0,NA,0.83,0.377,1.553,0.484,11.281,0.093,152.353,8.121935484,3642.8064516129,NA,NA,NA
1992-09-01,20.062,NA,29.249,0,NA,0.64,0.33,0.741,0.707,10.5,0.093,116.437,8.062666667,4146.96666666667,NA,NA,NA
1992-10-01,9.894,NA,48.145,0,NA,2.51,0.277,1.437,1.061,14.146,0.092,128.114,6.978387097,4003.70967741935,NA,NA,NA
1992-11-01,15.741,NA,47.573,1.031,NA,1.34,0.356,0.822,0.75,16.6,0.092,140.784,9.095666667,3209.76666666667,NA,NA,NA
1992-12-01,27.591,NA,60.064,0,NA,4.4,2.666,1.036,1.35,17.958,0.312,214.382,32.75258065,2563.4967749811,NA,NA,NA
1993-01-01,36.44,NA,105.059,4.929,NA,3.12,11.099,23.97,NA,26.129,16.268,1821.736,130.7967742,3899.67741935484,NA,NA,NA
1993-02-01,150.918,NA,324.371,19.193,NA,68.51,2.346,50.71,NA,91.107,25.382,725.234,143.4214286,5967.96428571429,NA,NA,NA
1993-03-01,685.372,NA,740.335,35.226,NA,89.89,4.735,64.21,NA,134.968,32.341,1826.298,158.8016129,8155.70967741936,NA,NA,NA
1993-04-01,561.034,NA,616.425,11.715,NA,34.91,0.666,48.65,NA,144.433,11.016,673.585,109.6066667,7776.9,NA,NA,NA
1993-05-01,168.683,NA,170.269,2.333,NA,30.87,0.811,11.58,NA,51.484,2.214,278.959,53.20548387,4941.06451612903,NA,NA,NA
1993-06-01,98.495,NA,62.003,0.362,NA,7.04,0.923,2.212,NA,18.767,0.248,133.686,15.898,5737.43333333333,NA,NA,NA
1993-07-01,74.298,NA,43.807,0,NA,3.01,0.852,0.724,NA,14.129,0.176,195.970829372376,10.83258065,4907.74193548387,NA,NA,NA
1993-08-01,40.957,NA,38.807,0.875,NA,1.06,0.806,0.322,NA,13.565,0.422,321.295096049102,9.510967742,4623.06451612903,NA,NA,NA
1993-09-01,28.356,NA,57.645,3.44,NA,0.67,0.433,2.967,NA,13.05,0.362,210.516050110327,5.571,4014.16666666667,NA,NA,NA
1993-10-01,35.469,NA,96.195,3.068,NA,2.79,0.423,3.516,NA,15.242,0.606,301.12647439606,12.49032258,5115.32258064516,NA,NA,NA
1993-11-01,36.535,NA,202.907,4.502,NA,16.9,0.403,18.18,NA,25.233,1.655,356.292226332316,68.83233333,5672.9,NA,NA,NA
1993-12-01,81.765,NA,275.851,13.276,NA,35.04,0.693,44.49,NA,38.258,4.784,899.870257544055,121.1087097,5363.38709677419,NA,NA,NA
1994-01-01,151.546,NA,369.102,28.524,NA,91.71,2.332,45.24,NA,56.097,32.835,1711.79109384317,214.4290323,4786.83870967742,NA,NA,NA
1994-02-01,384.755,NA,471.795,65.481,NA,135.5,20.09,173,NA,136.071,64.775,5099.77988302984,273.1571429,6732.85714285714,NA,NA,NA
1994-03-01,329.637,NA,391.206,27.948,NA,166,1.321,93.79,NA,112.274,33.212,1272.75160559658,167.483871,6316,NA,NA,NA
1994-04-01,372.377,NA,262.47,16.086,NA,63.5,1.944,32.91,NA,87.033,21.048,1054.03017456694,161.6666667,8510,NA,NA,NA
1994-05-01,139.486,NA,50.03,6.991,NA,25.52,0.994,14.48,7.962,33.484,6.699,537.701399855708,71.98064516,7769.48387096774,NA,NA,NA
1994-06-01,110.147,NA,44.923,1.461,NA,7.55,1.071,7.027,4.414,21.567,1.796,258.92715810259,25.25133333,7420.96666666667,NA,NA,NA
1994-07-01,76.426,NA,48.028,1.761,NA,5.42,1.13,2.861,1.999,19.032,1.456,236.652286763586,16.81064516,5423,NA,NA,NA
1994-08-01,61.604,NA,40.63,4.652,NA,4.13,0.779,1.603,0.856,19.161,0.75,225.843846449453,11.29322581,3676.09677419355,NA,NA,NA
1994-09-01,57.06,NA,45.468,4.633,NA,3.92,0.59,3.35,1.253,19.067,0.631,227.299119686499,9.646,3834.06666666667,NA,NA,NA
1994-10-01,47.23,NA,44.602,3.597,NA,5.35,0.462,4.994,1.244,20.339,1.12,182.878036808745,8.991290323,3461.87096774194,NA,NA,NA
1994-11-01,40.394,NA,70.605,2.439,NA,6.51,0.424,2.877,2.267,22.133,0.237,216.125974526366,16.54,4772.8,NA,NA,NA
1994-12-01,59.102,NA,103.154,2.565,NA,8.19,0.55,4.742,4.115,27.661,0.149,489.9590154784,52.6516129,4927.38709677419,NA,NA,NA
1995-01-01,59.7,NA,141.888,7.367,NA,12.75,3.063,29.7,7.329,43.645,12.442,734.752006125565,113.0645161,4046.35483870968,NA,NA,NA
1995-02-01,84.78,NA,151.905,4.841,NA,30.15,0.371,79.36,8.017,53.321,2.968,771.633854804661,81.26785714,2768.57857186454,NA,NA,NA
1995-03-01,98.79,NA,227.951,40.87,NA,42.55,4.402,191.8,6.797,78.323,16.351,2608.79457145405,216.0096774,5834.03225806452,NA,NA,NA
1995-04-01,107.292,NA,230.104,4.384,NA,17.08,0.651,69.43,3.993,75.377,6.349,608.912357169655,100.0416667,4865.73333333333,NA,NA,NA
1995-05-01,71.834,NA,77.821,0.604,NA,3.36,0.575,3.49,NA,45.74,0.923,285.815307834774,31.98548387,5712.54838709677,NA,NA,NA
1995-06-01,43.248,NA,46.706,0,NA,1.78,0.692,1.044,0.796,24.633,0.66,214.307899814628,15.48633333,4093.8,NA,NA,NA
1995-07-01,27.068,NA,38.657,0,NA,1.65,0.626,1.007,1.094,16.187,0.565,218.137178265138,10.56064516,4383.06451612903,NA,NA,NA
1995-08-01,6.384,NA,41.124,0,NA,1.33,0.56,1.01,0.276,14.981,0.277,187.841932620776,9.548064516,1668.01290401336,NA,NA,NA
1995-09-01,8.873,NA,42.982,2.842,NA,1.47,0.51,3.597,2.928,14.383,0.537,134.258469676524,8.447333333,2870.86666666667,NA,NA,NA
1995-10-01,9.371,NA,47.319,1.632,28.25,3.42,0.451,1.758,1.681,14.129,0.292,96.5005417286733,7.660967742,2747.22580645161,NA,NA,NA
